Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-6637.82,37.823902495644205,-6712.0,-6548.0,13313.91,18.911951247822103,13269.0,13351.0,2372.0981549844146,99.66247473613295,99.94011527808968
Traditional SA,-5344.38,86.54695604121498,-5570.0,-5088.0,12667.19,43.2734780206075,12539.0,12780.0,50.55132196750492,94.82139381690246,95.6658432517404
