Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-5791.32,96.98998711207255,-6000.0,-5652.0,5895.66,48.49499355603628,5826.0,6000.0,11128.238478023559,98.261,100.0
Traditional SA,-3314.4,84.37250737058844,-3596.0,-3140.0,4657.2,42.18625368529421,4570.0,4798.0,58.99803703650832,77.62,79.96666666666667
