Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-5345.656,81.4412773966617,-5640.0,-5088.0,5672.828,40.720638698330845,5544.0,5820.0,1009.131438098615,94.54713333333333,97.0
Traditional SA,-955.764,73.61190327657614,-1184.0,-752.0,3477.882,36.80595163828807,3376.0,3592.0,16.820020800165366,57.9647,59.86666666666667
