Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-3907.962,42.21907810457258,-4056.0,-3790.0,11541.981,21.10953905228629,11483.0,11616.0,92.8220130992122,99.29439951823814,99.93117687543014
Traditional SA,-2259.808,94.20706521275355,-2554.0,-1976.0,10717.904,47.10353260637677,10576.0,10865.0,4.762091000564396,92.20495526496904,93.47040605643497
