Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-2956.9,467.4828232138588,-4152.0,-1658.0,7727.45,233.7414116069294,7078.0,8325.0,8322.362256998313,75.03107097776483,80.83309059131955
Traditional SA,-1186.62,101.22517275855844,-1470.0,-970.0,6842.31,50.612586379279215,6734.0,6984.0,154.84189899929333,66.4366443344014,67.81240897174483
