Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-7187.96,1722.3889916043936,-13630.0,-3486.0,3610.98,861.1944958021968,1760.0,6832.0,109154.31337199698,25.704584282460136,48.63325740318906
Traditional SA,-1208.36,196.30677624575267,-1566.0,-566.0,621.18,98.15338812287634,300.0,800.0,3345.5701090028742,4.421839407744875,5.694760820045558
