Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-2430.26,98.96894664489461,-2676.0,-2176.0,6210.13,49.48447332244731,6083.0,6333.0,650.1016309979605,93.28721646387261,95.13294276701217
Traditional SA,-1604.22,77.2217042028988,-1786.0,-1358.0,5797.11,38.6108521014494,5674.0,5888.0,22.729506001924165,87.0829202343398,88.44824996244554
