Gset,number of edges,edge value,edge type,best-known value,mean_cut_value,max_cut_value,min_cut_value,std_cut,n_rnd,I0_min,I0_max,ratio of mean/best,ratio of max/best,1 annealing_time [ms],Total time [s],mean_range,stall_prop
G1,800,unipolar,random,11624,2856.1,9564,0,4598.806957606867,4.656917354244709,0.01448361,1.448361,24.570715760495528,82.27804542326221,60.04038047790527,0.9227337837219238,2,0.5
G1,800,unipolar,random,11624,11581.8,11623,11565,19.40103090044444,4.656917354244709,0.01448361,1.448361,99.63695801789402,99.99139710942877,61.333177947998045,0.9327316284179688,4,0.5
G1,800,unipolar,random,11624,11545.3,11565,11525,14.252095362515023,4.656917354244709,0.01448361,1.448361,99.32295251204404,99.49242945629732,62.30291862487793,0.9321937561035156,8,0.5
G1,800,unipolar,random,11624,11534.6,11566,11506,21.329166259686133,4.656917354244709,0.01448361,1.448361,99.23090158293186,99.50103234686854,74.52129325866699,1.0450937747955322,16,0.5
