Gset,number of edges,edge value,edge type,best-known value,mean_cut_value,max_cut_value,min_cut_value,std_cut,n_rnd,I0_min,I0_max,ratio of mean/best,ratio of max/best,1 annealing_time [ms],Total time [s],mean_range,stall_prop,l_scale,d_scale,n_scale
G1,800,unipolar,random,11624,9885.3,10506,9368,367.7526493597444,4.656917354244709,27.048052,43.32672,85.04215416379903,90.3819683413627,74.16997451782227,1.1479566097259521,4,0.1,0.1,0.1,0.1
G1,800,unipolar,random,11624,11445.2,11503,11347,45.32303804664663,4.656917354244709,27.048052,43.32672,98.46180316586373,98.95905024088094,75.45558090209961,1.1434674263000488,4,0.3,0.1,0.1,0.1
G1,800,unipolar,random,11624,11411.0,11469,11318,50.97275960964074,4.656917354244709,27.048052,43.32672,98.1675843083276,98.66655196145905,72.21440277099609,1.1378154754638672,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,11424.7,11481,11362,34.81714137222258,4.656917354244709,27.048052,43.32672,98.28544390915347,98.76978664831384,74.64801864624023,1.13694167137146,4,0.7,0.1,0.1,0.1
G1,800,unipolar,random,11624,11420.7,11489,11349,41.64412723702267,4.656917354244709,27.048052,43.32672,98.25103234686854,98.83860977288369,77.09688949584961,1.182035207748413,4,0.9,0.1,0.1,0.1
G1,800,unipolar,random,11624,9965.3,10229,9572,196.9991821754034,4.656917354244709,27.048052,43.32672,85.73038540949759,87.99896765313146,88.18612289428711,1.3143978118896484,4,0.1,0.1,0.1,0.2
G1,800,unipolar,random,11624,11204.0,11500,10167,522.9729119817456,4.656917354244709,27.048052,43.32672,96.38678596008259,98.93324156916724,78.3702880859375,1.1753900051116943,4,0.3,0.1,0.1,0.2
G1,800,unipolar,random,11624,11419.0,11474,11365,33.22315123190119,4.656917354244709,27.048052,43.32672,98.23640743289745,98.7095664143152,83.28804168701171,1.2458243370056152,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,11426.5,11470,11399,23.599670430843826,4.656917354244709,27.048052,43.32672,98.30092911218169,98.67515485203029,80.7341178894043,1.2283899784088135,4,0.7,0.1,0.1,0.2
G1,800,unipolar,random,11624,11401.6,11433,11372,20.260525385312416,4.656917354244709,27.048052,43.32672,98.08671713695801,98.3568479008947,77.09172058105469,1.186072826385498,4,0.9,0.1,0.1,0.2
G1,800,unipolar,random,11624,10067.9,11475,9439,544.6031072666079,4.656917354244709,27.048052,43.32672,86.61304198210598,98.71816930488644,75.64717178344726,1.1858258247375488,4,0.1,0.1,0.1,0.3
G1,800,unipolar,random,11624,11454.4,11515,11403,29.934001477324152,4.656917354244709,27.048052,43.32672,98.54094975911906,99.06228492773572,83.29083480834962,1.2192683219909668,4,0.3,0.1,0.1,0.3
G1,800,unipolar,random,11624,11409.7,11444,11335,35.28314044979557,4.656917354244709,27.048052,43.32672,98.15640055058499,98.45147969717826,81.07663269042969,1.2010600566864014,4,0.5,0.1,0.1,0.3
G1,800,unipolar,random,11624,11421.4,11514,11357,47.84279813444583,4.656917354244709,27.048052,43.32672,98.2570543702684,99.05368203716449,81.39773330688476,1.2779033184051514,4,0.7,0.1,0.1,0.3
G1,800,unipolar,random,11624,11400.2,11471,11325,41.252070655099644,4.656917354244709,27.048052,43.32672,98.0746730901583,98.68375774260151,77.72709197998047,1.1922004222869873,4,0.9,0.1,0.1,0.3
G1,800,unipolar,random,11624,10084.3,11464,9737,501.0282870701458,4.656917354244709,27.048052,43.32672,86.75412938747418,98.6235375086029,78.32770156860352,1.1605584621429443,4,0.1,0.1,0.2,0.1
G1,800,unipolar,random,11624,11417.6,11484,11385,28.107729265176232,4.656917354244709,27.048052,43.32672,98.22436338609774,98.79559532002753,71.59049835205079,1.1163811683654785,4,0.3,0.1,0.2,0.1
G1,800,unipolar,random,11624,11423.8,11462,11374,24.831879152054164,4.656917354244709,27.048052,43.32672,98.27770130763936,98.60633172746043,79.32413864135742,1.2185044288635254,4,0.5,0.1,0.2,0.1
G1,800,unipolar,random,11624,11387.5,11427,11302,39.03061476442421,4.656917354244709,27.048052,43.32672,97.96541637990364,98.30523055746731,81.60610733032226,1.2171576023101807,4,0.7,0.1,0.2,0.1
G1,800,unipolar,random,11624,11403.8,11454,11346,33.6973457576574,4.656917354244709,27.048052,43.32672,98.10564349621473,98.53750860289057,74.25574340820313,1.1431663036346436,4,0.9,0.1,0.2,0.1
G1,800,unipolar,random,11624,10098.8,11442,9639,517.5551071034745,4.656917354244709,27.048052,43.32672,86.87887130075704,98.43427391603579,81.8370574951172,1.2443602085113525,4,0.1,0.1,0.2,0.2
G1,800,unipolar,random,11624,11443.3,11503,11402,27.154087067041022,4.656917354244709,27.048052,43.32672,98.44545767377839,98.95905024088094,77.00073928833008,1.1637139320373535,4,0.3,0.1,0.2,0.2
G1,800,unipolar,random,11624,11406.3,11482,11339,42.94195048098201,4.656917354244709,27.048052,43.32672,98.12715072264281,98.77838953888507,85.53623886108399,1.2412605285644531,4,0.5,0.1,0.2,0.2
G1,800,unipolar,random,11624,11392.3,11423,11322,32.50999846201165,4.656917354244709,27.048052,43.32672,98.00671025464555,98.27081899518238,66.90588150024413,1.1092402935028076,4,0.7,0.1,0.2,0.2
G1,800,unipolar,random,11624,11398.9,11495,11353,41.6798645764488,4.656917354244709,27.048052,43.32672,98.06348933241568,98.89022711631108,78.57620773315429,1.1790916919708252,4,0.9,0.1,0.2,0.2
G1,800,unipolar,random,11624,10240.7,11469,9672,654.3971016643233,4.656917354244709,27.048052,43.32672,88.09962147281487,98.66655196145905,85.32300720214843,1.235987901687622,4,0.1,0.1,0.2,0.3
G1,800,unipolar,random,11624,11430.2,11466,11407,17.68112615820107,4.656917354244709,27.048052,43.32672,98.33275980729525,98.64074328974536,75.85468826293945,1.1776316165924072,4,0.3,0.1,0.2,0.3
G1,800,unipolar,random,11624,11400.7,11463,11357,32.89393730022466,4.656917354244709,27.048052,43.32672,98.0789745354439,98.61493461803165,74.91580352783203,1.15329909324646,4,0.5,0.1,0.2,0.3
G1,800,unipolar,random,11624,11413.2,11447,11373,22.054478003344354,4.656917354244709,27.048052,43.32672,98.18651066758432,98.47728836889195,78.76912002563476,1.2457780838012695,4,0.7,0.1,0.2,0.3
G1,800,unipolar,random,11624,11387.0,11438,11323,30.33882734128734,4.656917354244709,27.048052,43.32672,97.96111493461804,98.39986235375086,80.4843017578125,1.2333953380584717,4,0.9,0.1,0.2,0.3
G1,800,unipolar,random,11624,9754.9,10288,8754,435.04545100994267,4.656917354244709,27.048052,43.32672,83.92033723331039,88.50653819683414,77.85655364990234,1.1670312881469727,4,0.1,0.1,0.3,0.1
G1,800,unipolar,random,11624,11418.6,11474,11362,39.13566148667989,4.656917354244709,27.048052,43.32672,98.23296627666896,98.7095664143152,76.08746719360352,1.1446795463562012,4,0.3,0.1,0.3,0.1
G1,800,unipolar,random,11624,11396.5,11429,11353,22.490738834758925,4.656917354244709,27.048052,43.32672,98.04284239504473,98.32243633860978,71.4799072265625,1.1331133842468262,4,0.5,0.1,0.3,0.1
G1,800,unipolar,random,11624,11387.6,11444,11350,33.283963439203305,4.656917354244709,27.048052,43.32672,97.96627666896077,98.45147969717826,80.13965682983398,1.1909356117248535,4,0.7,0.1,0.3,0.1
G1,800,unipolar,random,11624,11378.3,11429,11334,28.067577182380543,4.656917354244709,27.048052,43.32672,97.88626978664831,98.32243633860978,76.27883377075196,1.1680583953857422,4,0.9,0.1,0.3,0.1
G1,800,unipolar,random,11624,10142.4,11435,9753,508.79404259265635,4.656917354244709,27.048052,43.32672,87.25395732966277,98.37405368203716,83.75407028198242,1.2541594505310059,4,0.1,0.1,0.3,0.2
G1,800,unipolar,random,11624,11427.9,11494,11351,42.275419703547726,4.656917354244709,27.048052,43.32672,98.31297315898142,98.88162422573986,79.9435546875,1.1830108165740967,4,0.3,0.1,0.3,0.2
G1,800,unipolar,random,11624,11393.5,11434,11343,30.84459253886958,4.656917354244709,27.048052,43.32672,98.01703372333104,98.36545079146593,78.1064064025879,1.1834194660186768,4,0.5,0.1,0.3,0.2
G1,800,unipolar,random,11624,11392.1,11423,11345,24.487865475691333,4.656917354244709,27.048052,43.32672,98.00498967653131,98.27081899518238,77.07282180786133,1.1824314594268799,4,0.7,0.1,0.3,0.2
G1,800,unipolar,random,11624,11378.7,11430,11330,32.90744596592084,4.656917354244709,27.048052,43.32672,97.8897109428768,98.331039229181,77.15184631347657,1.1601653099060059,4,0.9,0.1,0.3,0.2
G1,800,unipolar,random,11624,10029.6,10837,8876,509.1108152673858,4.656917354244709,27.048052,43.32672,86.2835512732278,93.22952512044047,75.87511978149413,1.1424603462219238,4,0.1,0.1,0.3,0.3
