Gset,number of edges,edge value,edge type,best-known value,mean_cut_value,max_cut_value,min_cut_value,std_cut,n_rnd,I0_min,I0_max,ratio of mean/best,ratio of max/best,1 annealing_time [ms],Total time [s],mean_range,stall_prop
G1,800,unipolar,random,11624,2874.0,9614,0,4627.636977983472,4.656917354244709,0.01448361,1.448361,24.724707501720577,82.70818995182381,58.126512145996095,0.8744392395019531,2,0.5
G1,800,unipolar,random,11624,11579.9,11611,11547,16.68965081852956,4.656917354244709,0.01448361,1.448361,99.62061252580867,99.88816242257398,61.63456001281738,0.925480842590332,4,0.5
G1,800,unipolar,random,11624,11575.1,11612,11540,22.017417347787788,4.656917354244709,0.01448361,1.448361,99.57931865106676,99.89676531314522,58.6145378112793,0.8916363716125488,8,0.5
G1,800,unipolar,random,11624,11538.6,11575,11506,23.58059465841446,4.656917354244709,0.01448361,1.448361,99.2653131452168,99.57845836200964,58.83654365539551,0.8932533264160156,16,0.5
