Gset,number of edges,edge value,edge type,best-known value,mean_cut_value,max_cut_value,min_cut_value,std_cut,n_rnd,I0_min,I0_max,ratio of mean/best,ratio of max/best,1 annealing_time [ms],Total time [s],mean_range,stall_prop
G1,800,unipolar,random,11624,9794.14,9942,9693,64.28254277891043,4.656917,27.048052,43.32672,84.25791465932554,85.52993805918788,1820.9401380084455,93.12409830093384,4,0.5
