Gset,number of edges,edge value,edge type,best-known value,mean_cut_value,max_cut_value,min_cut_value,std_cut,n_rnd,I0_min,I0_max,ratio of mean/best,ratio of max/best,1 annealing_time [ms],Total time [s],mean_range,stall_prop
G1,800,unipolar,random,11624,11552.0,11597,11508,24.294489544384795,4.656917354244709,0.01448361,1.448361,99.3805918788713,99.76772195457674,61.06793899536133,1.4776513576507568,10,0.1
