Gset,number of edges,edge value,edge type,best-known value,mean_cut_value,max_cut_value,min_cut_value,std_cut,n_rnd,I0_min,I0_max,ratio of mean/best,ratio of max/best,1 annealing_time [ms],Total time [s],mean_range,stall_prop
G1,800,unipolar,random,11624,2871.5,9635,0,4623.631262931286,4.656917354244709,27.048052,43.32672,24.7032002752925,82.88885065381969,58.45973129272461,0.960442304611206,2,0.5
G1,800,unipolar,random,11624,5784.7,11485,0,5972.445749718731,4.656917354244709,27.048052,43.32672,49.76514108740537,98.80419821059876,48.47194595336914,0.8362629413604736,4,0.5
G1,800,unipolar,random,11624,11442.5,11497,11400,35.57855159127945,4.656917354244709,27.048052,43.32672,98.4385753613214,98.90743289745355,48.49046401977539,0.8100662231445312,8,0.5
G1,800,unipolar,random,11624,11420.9,11502,11359,41.95354573811372,4.656917354244709,27.048052,43.32672,98.2527529249828,98.9504473503097,59.16782417297363,0.8933751583099365,16,0.5
