Gset,number of edges,edge value,edge type,best-known value,mean_cut_value,max_cut_value,min_cut_value,std_cut,n_rnd,I0_min,I0_max,ratio of mean/best,ratio of max/best,1 annealing_time [ms],Total time [s],mean_range,stall_prop,l_scale,d_scale,n_scale
G1,800,unipolar,random,11624,9206.4,9940,4950,1500.1870401905076,4.656917354244709,0.01448361,1.448361,79.20165175498968,85.51273227804542,75.71771545410157,1.1101934909820557,2,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,11529.1,11573,11507,19.243758006746557,4.656917354244709,0.01448361,1.448361,99.18358568479009,99.56125258086718,60.43206443786621,0.9798791408538818,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,11505.9,11549,11467,25.709704177389693,4.656917354244709,0.01448361,1.448361,98.9839986235375,99.35478320715761,61.91274642944336,0.9529597759246826,8,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,11461.3,11489,11418,20.586133412782715,4.656917354244709,0.01448361,1.448361,98.60030970406056,98.83860977288369,63.13129920959473,1.0369858741760254,16,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,9580.3,11550,4859,1828.5277046483782,4.656917354244709,0.01448361,1.448361,82.41827253957328,99.36338609772884,68.58004150390624,1.096883773803711,2,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,11545.3,11572,11516,20.944636014449568,4.656917354244709,0.01448361,1.448361,99.32295251204404,99.55264969029594,64.13401679992675,1.0340991020202637,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,11528.4,11557,11492,22.26706586468505,4.656917354244709,0.01448361,1.448361,99.17756366139022,99.42360633172746,59.86896934509277,0.9561460018157959,8,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,11473.8,11501,11423,28.947461988152874,4.656917354244709,0.01448361,1.448361,98.70784583620096,98.94184445973848,66.90988121032714,1.0094361305236816,16,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9931.2,11599,7732,1314.4157806586334,4.656917354244709,0.01448361,1.448361,85.4370268410186,99.78492773571921,56.903561401367185,0.9167995452880859,2,0.5,0.1,0.1,0.3
G1,800,unipolar,random,11624,11532.6,11558,11502,18.40410582210152,4.656917354244709,0.01448361,1.448361,99.2136958017894,99.4322092222987,68.65854187011719,1.0663695335388184,4,0.5,0.1,0.1,0.3
