Gset,number of edges,edge value,edge type,best-known value,mean_cut_value,max_cut_value,min_cut_value,std_cut,n_rnd,I0_min,I0_max,ratio of mean/best,ratio of max/best,1 annealing_time [ms],Total time [s],mean_range,stall_prop,l_scale,d_scale,n_scale
G1,800,unipolar,random,11624,3013.1,3288,2694,215.40940348812794,4.656917354244709,0.01448361,1.448361,25.92136958017894,28.286304198210598,68.19694442749024,1.0715317726135254,4,0.1,0.1,0.1,0.1
G1,800,unipolar,random,11624,6812.5,7212,6349,299.02294597943853,4.656917354244709,0.01448361,1.448361,58.60719201651755,62.044046799724704,76.62990341186523,1.1431958675384521,4,0.3,0.1,0.1,0.1
G1,800,unipolar,random,11624,8619.2,9010,8417,178.51784846962005,4.656917354244709,0.01448361,1.448361,74.15003441156229,77.51204404679973,69.13595962524414,1.0639674663543701,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,11560.9,11596,11516,24.255354506216193,4.656917354244709,0.01448361,1.448361,99.45715760495527,99.7591190640055,64.27993278503418,1.0529687404632568,4,0.7,0.1,0.1,0.1
G1,800,unipolar,random,11624,11503.9,11527,11452,21.036740347412298,4.656917354244709,0.01448361,1.448361,98.96679284239505,99.16551961459051,66.30161590576172,1.0449566841125488,4,0.9,0.1,0.1,0.1
G1,800,unipolar,random,11624,2995.5,3575,2509,341.040320196894,4.656917354244709,0.01448361,1.448361,25.76995870612526,30.755333792154165,70.23366622924804,1.062140941619873,4,0.1,0.1,0.1,0.2
G1,800,unipolar,random,11624,6954.8,7469,6698,238.39360543250967,4.656917354244709,0.01448361,1.448361,59.831383344803854,64.25498967653131,70.52766342163086,1.0789170265197754,4,0.3,0.1,0.1,0.2
G1,800,unipolar,random,11624,8575.4,8919,7974,256.09685667731264,4.656917354244709,0.01448361,1.448361,73.77322780454233,76.72918100481762,71.34912948608398,1.088944673538208,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,11562.6,11587,11517,20.640844082654286,4.656917354244709,0.01448361,1.448361,99.47178251892636,99.68169304886442,80.75550155639648,1.196413278579712,4,0.7,0.1,0.1,0.2
G1,800,unipolar,random,11624,11510.4,11555,11472,25.122809467803467,4.656917354244709,0.01448361,1.448361,99.02271163110805,99.40640055058499,71.51888427734374,1.0823745727539062,4,0.9,0.1,0.1,0.2
G1,800,unipolar,random,11624,2934.5,3165,2551,217.96648570110244,4.656917354244709,0.01448361,1.448361,25.24518238128011,27.22814865794907,78.4300537109375,1.6123664379119873,4,0.1,0.1,0.1,0.3
G1,800,unipolar,random,11624,6800.5,7076,6416,230.78766094495703,4.656917354244709,0.01448361,1.448361,58.50395732966277,60.874053682037164,83.4173797607422,1.201401710510254,4,0.3,0.1,0.1,0.3
G1,800,unipolar,random,11624,8650.9,8768,8477,99.66661092529098,4.656917354244709,0.01448361,1.448361,74.42274604267034,75.4301445285616,74.57850952148438,1.1709074974060059,4,0.5,0.1,0.1,0.3
G1,800,unipolar,random,11624,11565.3,11599,11524,20.80624906127964,4.656917354244709,0.01448361,1.448361,99.49501032346869,99.78492773571921,71.3872673034668,1.1033377647399902,4,0.7,0.1,0.1,0.3
G1,800,unipolar,random,11624,11514.2,11542,11464,24.7736419069408,4.656917354244709,0.01448361,1.448361,99.05540261527874,99.29456297315897,73.16311416625976,1.09523344039917,4,0.9,0.1,0.1,0.3
G1,800,unipolar,random,11624,2854.6,3364,2506,254.15970482268733,4.656917354244709,0.01448361,1.448361,24.55781142463868,28.940123881624224,69.7305778503418,1.0529096126556396,4,0.1,0.1,0.2,0.1
G1,800,unipolar,random,11624,6838.1,7195,6427,263.7467008745744,4.656917354244709,0.01448361,1.448361,58.827426015141086,61.897797660013765,81.42250900268554,1.161320447921753,4,0.3,0.1,0.2,0.1
G1,800,unipolar,random,11624,8645.8,8898,8494,116.30114167778216,4.656917354244709,0.01448361,1.448361,74.37887130075704,76.54852030282174,68.6633960723877,1.0347161293029785,4,0.5,0.1,0.2,0.1
