Gset,number of edges,edge value,edge type,best-known value,mean_cut_value,max_cut_value,min_cut_value,std_cut,n_rnd,I0_min,I0_max,ratio of mean/best,ratio of max/best,1 annealing_time [ms],Total time [s],mean_range,stall_prop,l_scale,d_scale,n_scale
G1,800,unipolar,random,11624,0.0,0,0,0.0,4.656917354244709,27.048052,43.32672,0.0,0.0,75.66550903320312,1.0912399291992188,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,0.0,0,0,0.0,4.656917354244709,27.048052,43.32672,0.0,0.0,69.21520118713379,1.0224382877349854,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,19.9,56,0,25.821825393776223,4.656917354244709,27.048052,43.32672,0.17119752236751545,0.4817618719889883,70.66496696472169,1.0465846061706543,4,0.5,0.1,0.1,0.3
G1,800,unipolar,random,11624,0.0,0,0,0.0,4.656917354244709,27.048052,43.32672,0.0,0.0,79.1185848236084,1.1690833568572998,4,0.5,0.1,0.2,0.1
G1,800,unipolar,random,11624,0.0,0,0,0.0,4.656917354244709,27.048052,43.32672,0.0,0.0,67.69138450622559,1.045708179473877,4,0.5,0.1,0.2,0.2
G1,800,unipolar,random,11624,16.1,59,0,26.05315080113472,4.656917354244709,27.048052,43.32672,0.13850653819683414,0.5075705437026841,71.13172454833985,1.0423343181610107,4,0.5,0.1,0.2,0.3
G1,800,unipolar,random,11624,0.0,0,0,0.0,4.656917354244709,27.048052,43.32672,0.0,0.0,72.51205139160156,1.0613720417022705,4,0.5,0.1,0.3,0.1
G1,800,unipolar,random,11624,0.0,0,0,0.0,4.656917354244709,27.048052,43.32672,0.0,0.0,74.46493759155274,1.1047186851501465,4,0.5,0.1,0.3,0.2
G1,800,unipolar,random,11624,4.5,45,0,14.230249470757707,4.656917354244709,27.048052,43.32672,0.0387130075705437,0.387130075705437,72.78537826538086,1.067725419998169,4,0.5,0.1,0.3,0.3
G1,800,unipolar,random,11624,0.0,0,0,0.0,4.656917354244709,27.048052,43.32672,0.0,0.0,77.03559722900391,1.153404951095581,4,0.5,0.2,0.1,0.1
G1,800,unipolar,random,11624,0.0,0,0,0.0,4.656917354244709,27.048052,43.32672,0.0,0.0,72.94419555664062,1.0616486072540283,4,0.5,0.2,0.1,0.2
G1,800,unipolar,random,11624,30.7,155,0,55.976284660956594,4.656917354244709,27.048052,43.32672,0.2641087405368204,1.3334480385409497,73.0442901611328,1.0797796249389648,4,0.5,0.2,0.1,0.3
