3013.1,3288,2694,215.40940348812794,68.19694442749024
6812.5,7212,6349,299.02294597943853,76.62990341186523
8619.2,9010,8417,178.51784846962005,69.13595962524414
11560.9,11596,11516,24.255354506216193,64.27993278503418
11503.9,11527,11452,21.036740347412298,66.30161590576172
2995.5,3575,2509,341.040320196894,70.23366622924804
6954.8,7469,6698,238.39360543250967,70.52766342163086
8575.4,8919,7974,256.09685667731264,71.34912948608398
11562.6,11587,11517,20.640844082654286,80.75550155639648
11510.4,11555,11472,25.122809467803467,71.51888427734374
2934.5,3165,2551,217.96648570110244,78.4300537109375
6800.5,7076,6416,230.78766094495703,83.4173797607422
8650.9,8768,8477,99.66661092529098,74.57850952148438
11565.3,11599,11524,20.80624906127964,71.3872673034668
11514.2,11542,11464,24.7736419069408,73.16311416625976
2854.6,3364,2506,254.15970482268733,69.7305778503418
6838.1,7195,6427,263.7467008745744,81.42250900268554
8645.8,8898,8494,116.30114167778216,68.6633960723877
11555.4,11618,11516,28.508088520823545,68.35956077575683
11512.4,11564,11469,28.05233204803717,68.24589080810547
3374.5,3697,2972,250.88963930603254,67.78416900634765
6900.2,7233,6418,252.89778347958864,65.8598518371582
8654.0,8932,8480,127.34816667528258,69.02371139526367
11559.9,11592,11539,17.597032578123947,67.9735107421875
11512.0,11555,11484,22.040367006422052,68.39255065917969
3297.3,3679,2825,266.9340534455821,72.06410865783691
6773.9,7180,6326,276.4494930764429,67.29107894897462
8695.7,8882,8396,152.46642617675246,67.07586822509765
11567.3,11607,11526,24.481512298966425,78.53885459899902
11517.4,11552,11480,22.346762131856547,70.93850479125976
3059.0,3471,2823,200.3668857094128,68.45375747680664
6754.4,7278,6253,328.5886317097548,76.71416549682617
8607.4,8720,8461,86.78223064404115,69.60624923706055
11552.2,11594,11491,30.312447021717738,71.1747200012207
11508.8,11557,11452,32.27245127211615,68.47762527465821
2744.0,3060,2456,207.25668465295234,74.53009490966797
6680.2,7206,6385,255.28580932837698,72.0046401977539
8519.4,8687,8347,124.17210278927837,69.41281929016114
11554.1,11596,11529,20.962665224950126,73.12421493530273
11502.2,11536,11483,15.908069231263317,71.74612159729004
3411.0,3812,3051,255.08517096147406,77.09753074645997
6884.7,7220,6507,269.68255000607246,74.03904876708984
8506.2,8688,8222,177.49353665853738,75.35385513305664
11560.2,11587,11532,18.93145530591877,80.22835159301758
11510.6,11546,11476,21.828625446621437,76.10897674560547
3300.6,3936,3069,272.23568220691914,67.88423690795898
6865.7,7201,6504,214.09917224397566,76.15373077392579
8656.3,8836,8341,181.19421746966555,80.12556076049805
11566.7,11607,11538,20.650800361137474,73.62457656860352
11514.8,11529,11496,11.448435118681795,70.87231979370117
3242.4,3817,2905,294.6750375884896,86.07559661865234
6619.9,7058,6259,278.7704950113783,73.49683837890625
8694.8,8981,8516,136.97834378713543,74.52669067382813
11552.3,11574,11515,17.581871977187816,81.9017547607422
11505.5,11532,11487,13.623916878457205,77.1198112487793
3197.2,3469,2839,230.81969875496617,73.35378837585449
6590.5,6948,6326,175.93448907034812,70.65196533203125
8610.9,8889,8399,172.58907523041222,73.86744270324706
11551.2,11572,11525,16.65199354098148,74.09137420654297
11519.7,11607,11494,32.954682688672804,69.22995834350586
2740.3,3094,2597,165.36360609947468,71.48194961547851
6746.2,7220,6284,291.13601250580075,71.64189071655274
8436.0,8632,7950,210.100505049898,72.09682235717773
11555.2,11576,11537,12.488216668346027,73.49974670410157
11510.0,11572,11466,29.12806969993797,72.68883209228515
3084.2,3589,2246,377.71706048016654,70.1281951904297
6712.6,7205,6197,318.3583585276888,73.01324157714843
8585.6,8808,8345,164.1308421148607,66.51667251586915
