Gset,number of edges,edge value,edge type,best-known value,mean_cut_value,max_cut_value,min_cut_value,std_cut,n_rnd,I0_min,I0_max,ratio of mean/best,ratio of max/best,1 annealing_time [ms],Total time [s],mean_range,stall_prop,l_scale,d_scale,n_scale
G1,800,unipolar,random,11624,9448.0,9971,8480,589.9843218255888,4.656917354244709,0.01448361,1.448361,81.28011011699931,85.7794218857536,333.7547546386719,2.8161346912384033,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9707.4,10180,9519,273.3355081214294,4.656917354244709,0.01448361,1.448361,83.51169993117688,87.57742601514109,345.8889434814453,2.620033025741577,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9376.6,9756,8854,405.01086405181775,4.656917354244709,0.01448361,1.448361,80.66586373021335,83.92980041293875,354.9972839355469,2.607170343399048,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9509.0,9730,9149,232.00754298082637,4.656917354244709,0.01448361,1.448361,81.80488644184446,83.70612525808671,356.08156127929686,2.6252307891845703,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9450.6,9683,8834,356.368208458611,4.656917354244709,0.01448361,1.448361,81.30247763248451,83.30178940123882,342.2437042236328,2.5892789363861084,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9346.0,9741,8201,646.7194136563398,4.656917354244709,0.01448361,1.448361,80.40261527873365,83.80075705437027,353.41502685546874,2.58674955368042,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9341.0,10227,8457,802.7761207210887,4.656917354244709,0.01448361,1.448361,80.3596008258775,87.981761871989,349.54734191894534,2.6024820804595947,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9467.0,9764,8722,430.59609844957953,4.656917354244709,0.01448361,1.448361,81.44356503785272,83.9986235375086,350.9211090087891,2.6320953369140625,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9274.0,10240,8230,817.4041228180831,4.656917354244709,0.01448361,1.448361,79.78320715760495,88.09359944941501,344.1317169189453,2.5778369903564453,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9439.2,9798,8682,435.4224385582351,4.656917354244709,0.01448361,1.448361,81.20440467997248,84.29112181693048,379.33143310546876,2.823421001434326,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9503.8,9785,8728,436.96304191544624,4.656917354244709,0.01448361,1.448361,81.76015141087404,84.17928423950447,356.1815612792969,2.7442493438720703,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9312.4,9655,8871,347.51805708480816,4.656917354244709,0.01448361,1.448361,80.11355815554026,83.06090846524432,359.2906219482422,2.7579104900360107,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9318.8,9592,8917,274.19828591732664,4.656917354244709,0.01448361,1.448361,80.16861665519613,82.51892635925671,367.7424255371094,2.7505712509155273,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9705.6,9904,9426,183.52193329408885,4.656917354244709,0.01448361,1.448361,83.49621472814866,85.20302821748108,428.33056640625,3.001701593399048,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9471.2,9707,8918,316.08812062461317,4.656917354244709,0.01448361,1.448361,81.4796971782519,83.50825877494839,397.9192169189453,3.037213087081909,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9359.6,9729,8666,477.0359525234969,4.656917354244709,0.01448361,1.448361,80.51961459050241,83.69752236751549,461.65941162109374,3.375901937484741,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9238.2,9674,8675,481.6260997911139,4.656917354244709,0.01448361,1.448361,79.47522367515487,83.22436338609774,456.06694946289065,3.304705858230591,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9583.8,9816,9135,263.5027514087851,4.656917354244709,0.01448361,1.448361,82.4483826565726,84.44597384721267,415.0257995605469,3.1725494861602783,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9505.8,9733,8736,431.4379445528638,4.656917354244709,0.01448361,1.448361,81.77735719201651,83.73193392980042,444.7836975097656,3.1976921558380127,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9436.8,9786,8555,501.8741874215091,4.656917354244709,0.01448361,1.448361,81.1837577426015,84.18788713007571,371.5630645751953,2.8190743923187256,4,0.5,0.1,0.1,0.2
