Gset,number of edges,edge value,edge type,best-known value,mean_cut_value,max_cut_value,min_cut_value,std_cut,n_rnd,I0_min,I0_max,ratio of mean/best,ratio of max/best,1 annealing_time [ms],Total time [s],mean_range,stall_prop,l_scale,d_scale,n_scale
G1,800,unipolar,random,11624,9644.5,10032,8930,289.6493090311493,4.656917354244709,27.048052,43.32672,82.9705781142464,86.30419821059876,363.58762817382814,5.103898048400879,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,9443.8,9922,8688,406.48515074695877,4.656917354244709,27.048052,43.32672,81.24397797660012,85.35788024776325,218.6023681640625,3.1435229778289795,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,9474.4,9974,8747,361.46405999306023,4.656917354244709,27.048052,43.32672,81.50722642807983,85.80523055746731,245.4116989135742,3.453284978866577,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,9568.0,10290,8374,560.5241594555343,4.656917354244709,27.048052,43.32672,82.31245698554714,88.5237439779766,227.65856475830077,3.3937313556671143,4,0.5,0.1,0.1,0.1
G55,5000,unipolar,random,10299,10167.5,10189,10138,16.541194367732672,1.4637052035839557,0.03872596,7.745192,98.72317700747645,98.93193513933392,4825.3441162109375,52.69259262084961,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,9495.7,9727,8882,295.6657459587318,4.656917354244709,27.048052,43.32672,81.69046799724708,83.68031658637302,221.31409454345703,3.159520387649536,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,9667.3,9952,9480,135.26685559375667,4.656917354244709,27.048052,43.32672,83.16672401927046,85.61596696490021,245.0182846069336,3.5713634490966797,4,0.5,0.1,0.1,0.1
G55,5000,unipolar,random,10299,10171.0,10208,10139,21.113450162817486,1.4637052035839557,0.03872596,7.745192,98.75716088940673,99.11641906981261,4839.761450195312,52.338223934173584,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,9279.4,9712,8613,414.5429075767938,4.656917354244709,27.048052,43.32672,79.82966276668961,83.55127322780454,282.43737945556643,3.648599624633789,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,9582.3,10129,8963,368.87488092546744,4.656917354244709,27.048052,43.32672,82.43547832071575,87.13867859600826,294.89600982666013,3.8198788166046143,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,9560.0,10098,8845,427.61223348054745,4.656917354244709,27.048052,43.32672,82.24363386097728,86.87198898830007,274.0802062988281,3.731203079223633,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,9520.9,9725,9002,255.0091283769182,4.656917354244709,27.048052,43.32672,81.90726083964212,83.66311080523056,275.3051010131836,3.560741662979126,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,9303.3,10431,8363,697.0960479015787,4.656917354244709,27.048052,43.32672,80.03527185134205,89.7367515485203,290.72117614746094,5.492194890975952,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,9573.9,10040,8827,312.2134063603149,4.656917354244709,27.048052,43.32672,82.36321403991741,86.37302133516862,278.1061279296875,3.889880895614624,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,9584.7,9973,9149,247.01464194118805,4.656917354244709,27.048052,43.32672,82.45612525808673,85.79662766689607,275.81177215576173,3.892084836959839,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,9500.8,10203,8442,470.3551376944399,4.656917354244709,27.048052,43.32672,81.73434273916035,87.77529249827943,280.5235961914062,3.8989107608795166,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,9400.4,9913,8717,426.6479683402804,4.656917354244709,27.048052,43.32672,80.87061252580867,85.28045423262216,281.5298110961914,3.990182876586914,4,0.5,0.1,0.1,0.1
