Gset,number of edges,edge value,edge type,best-known value,mean_cut_value,max_cut_value,min_cut_value,std_cut,n_rnd,I0_min,I0_max,ratio of mean/best,ratio of max/best,1 annealing_time [ms],Total time [s],mean_range,stall_prop
G1,800,unipolar,random,11624,3362.5,3614,2824,268.53315541205626,4.656917354244709,27.048052,43.32672,28.92721954576738,31.09084652443221,69.32539215087891,1.038856029510498,4,0.1
G1,800,unipolar,random,11624,6733.1,7380,6218,359.8318897608839,4.656917354244709,27.048052,43.32672,57.92412250516173,63.48933241569167,70.2502628326416,1.0472557544708252,4,0.3
G1,800,unipolar,random,11624,8987.4,11463,8423,883.0978554057428,4.656917354244709,27.048052,43.32672,77.31761871988988,98.61493461803165,67.9906005859375,1.0331203937530518,4,0.5
G1,800,unipolar,random,11624,11460.4,11531,11361,44.030797302696115,4.656917354244709,27.048052,43.32672,98.59256710254645,99.19993117687542,56.800358581542966,0.9173760414123535,4,0.7
G1,800,unipolar,random,11624,11440.5,11475,11401,26.02242622559754,4.656917354244709,27.048052,43.32672,98.42136958017895,98.71816930488644,52.68087997436523,0.8910312652587891,4,0.9
