Gset,number of edges,edge value,edge type,best-known value,mean_cut_value,max_cut_value,min_cut_value,std_cut,n_rnd,I0_min,I0_max,ratio of mean/best,ratio of max/best,1 annealing_time [ms],Total time [s],mean_range,stall_prop,l_scale,d_scale,n_scale
G1,800,unipolar,random,11624,9577.7,9766,9217,150.17327029505321,4.656917354244709,0.01448361,1.448361,82.39590502408811,84.01582931865107,51.288217544555664,0.8030664920806885,4,0.5,0.1,0.1,0.1
G1,800,unipolar,random,11624,9594.3,9716,9532,58.74057844076406,4.656917354244709,0.01448361,1.448361,82.53871300757054,83.58568479008947,47.86530876159668,0.7780840396881104,4,0.5,0.1,0.1,0.2
G1,800,unipolar,random,11624,9593.4,9734,9445,85.00745065384955,4.656917354244709,0.01448361,1.448361,82.53097040605644,83.74053682037164,50.78758087158203,0.8286416530609131,4,0.5,0.1,0.1,0.3
G1,800,unipolar,random,11624,9611.0,9739,9511,81.85081279715892,4.656917354244709,0.01448361,1.448361,82.68238128011012,83.7835512732278,52.6824348449707,0.8304855823516846,4,0.5,0.1,0.2,0.1
G1,800,unipolar,random,11624,9596.4,9746,9518,70.39286580013315,4.656917354244709,0.01448361,1.448361,82.55677907777013,83.84377150722642,49.31713638305664,0.7920887470245361,4,0.5,0.1,0.2,0.2
G1,800,unipolar,random,11624,9583.7,9750,9458,83.45997044491848,4.656917354244709,0.01448361,1.448361,82.44752236751549,83.87818306951135,53.376681900024415,0.822155237197876,4,0.5,0.1,0.2,0.3
G1,800,unipolar,random,11624,9576.3,9659,9469,64.33082896679907,4.656917354244709,0.01448361,1.448361,82.38386097728836,83.09532002752925,56.37660179138184,0.8530478477478027,4,0.5,0.1,0.3,0.1
G1,800,unipolar,random,11624,9555.0,9743,9118,167.54899780860126,4.656917354244709,0.01448361,1.448361,82.20061940812113,83.81796283551273,49.4699462890625,0.7947814464569092,4,0.5,0.1,0.3,0.2
G1,800,unipolar,random,11624,9562.1,9692,9442,79.0364894632009,4.656917354244709,0.01448361,1.448361,82.26169993117688,83.3792154163799,50.074595260620114,0.7952609062194824,4,0.5,0.1,0.3,0.3
G1,800,unipolar,random,11624,9560.2,9684,9379,85.24318154550544,4.656917354244709,0.01448361,1.448361,82.24535443909154,83.31039229181005,49.79945602416992,0.7987158298492432,4,0.5,0.2,0.1,0.1
G1,800,unipolar,random,11624,9561.8,9622,9501,48.11052090990309,4.656917354244709,0.01448361,1.448361,82.25911906400549,82.77701307639367,55.60519676208496,0.8486707210540771,4,0.5,0.2,0.1,0.2
G1,800,unipolar,random,11624,9561.4,9651,9414,91.87092394586367,4.656917354244709,0.01448361,1.448361,82.25567790777701,83.0264969029594,51.269706344604494,0.8039751052856445,4,0.5,0.2,0.1,0.3
G1,800,unipolar,random,11624,9579.8,9683,9398,79.17463117831508,4.656917354244709,0.01448361,1.448361,82.41397109428767,83.30178940123882,66.73167724609375,0.9856407642364502,4,0.5,0.2,0.2,0.1
G1,800,unipolar,random,11624,9592.7,9702,9518,53.14978833447975,4.656917354244709,0.01448361,1.448361,82.52494838265659,83.46524432209222,51.73275527954102,0.8459935188293457,4,0.5,0.2,0.2,0.2
G1,800,unipolar,random,11624,9552.3,9690,9438,79.85688587856542,4.656917354244709,0.01448361,1.448361,82.1773916035788,83.36200963523744,54.277366638183594,0.8397531509399414,4,0.5,0.2,0.2,0.3
G1,800,unipolar,random,11624,9558.8,9710,9464,76.8559981032349,4.656917354244709,0.01448361,1.448361,82.2333103922918,83.53406744666208,53.60081596374512,0.8447475433349609,4,0.5,0.2,0.3,0.1
G1,800,unipolar,random,11624,9550.0,9624,9397,75.13839083835758,4.656917354244709,0.01448361,1.448361,82.15760495526497,82.79421885753614,52.1537281036377,0.8240561485290527,4,0.5,0.2,0.3,0.2
G1,800,unipolar,random,11624,9547.4,9652,9467,64.01076298387466,4.656917354244709,0.01448361,1.448361,82.13523743977977,83.03509979353062,57.1455135345459,0.9080522060394287,4,0.5,0.2,0.3,0.3
