Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-12753.16,101.61936036012037,-12954.0,-12390.0,6305.58,50.809680180060184,6124.0,6406.0,27146.5063060011,90.72776978417266,92.1726618705036
Traditional SA,-1152.12,135.7414660300971,-1606.0,-758.0,505.06,67.87073301504854,308.0,732.0,625.0599449977744,7.26705035971223,10.532374100719425
