Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-7492.18,46.53952728595339,-7602.0,-7376.0,9995.09,23.269763642976695,9937.0,10050.0,8991.656078998349,97.04913098359064,97.58228954267405
Traditional SA,-1197.26,103.39038833469965,-1476.0,-962.0,6847.63,51.695194167349825,6730.0,6987.0,177.82833100121934,66.48829983493543,67.84153801339936
