Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-5273.56,78.43039206838125,-5488.0,-5096.0,5636.78,39.215196034190626,5548.0,5744.0,3727.1991249994608,93.94633333333333,95.73333333333333
Traditional SA,-954.84,64.27265670563182,-1096.0,-788.0,3477.42,32.136328352815916,3394.0,3548.0,72.37243400129955,57.957,59.13333333333333
