Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-17894.88,122.66517680254654,-18232.0,-17504.0,9051.44,61.33258840127327,8856.0,9220.0,50434.68486700438,91.07909036023345,92.77520627892936
Traditional SA,-1179.88,159.64506130789016,-1592.0,-668.0,693.94,79.82253065394508,438.0,900.0,1197.8671780019067,6.982692694707184,9.056148118333669
