config,param,tau,res,l_scale,d_scale,n_scale,mean_range,stall_prop,mean_ratio,max_ratio,cut_average,cut_max,time_average,total_time
4,2,8,4,0.2,0.3,0.1,,0.5,99.27821748107364,99.47522367515484,11540.1,11563.0,48.18253021240234,0.7894120216369629
3,2,8,2,0.3,0.2,0.1,4.0,,99.27735719201652,99.60426703372332,11540.0,11578.0,69.20385246276855,1.004256248474121
4,2,4,4,0.3,0.3,0.2,,0.3,99.27735719201652,99.41500344115624,11540.0,11556.0,55.15201683044434,0.8690805435180664
4,2,4,4,0.3,0.2,0.2,,0.3,99.27735719201652,99.50963523743978,11540.0,11567.0,51.27572784423828,0.8560872077941895
3,2,4,2,0.1,0.1,0.2,8.0,,99.2764969029594,99.63007570543702,11539.9,11581.0,62.70574417114258,0.93343186378479
4,2,1,4,0.2,0.3,0.2,,0.3,99.27563661390226,99.69889883000688,11539.8,11589.0,60.767616271972656,0.9170961380004884
4,2,8,2,0.2,0.2,0.3,,0.7,99.27563661390226,99.44941500344116,11539.8,11560.0,60.7357723236084,0.9353749752044678
4,2,8,4,0.3,0.3,0.1,,0.3,99.27477632484516,99.53544390915349,11539.7,11570.0,56.73189697265625,0.8900446891784668
4,2,4,2,0.1,0.3,0.1,,0.7,99.27477632484516,99.8107364074329,11539.7,11602.0,59.08088035583496,0.9135427474975586
3,2,8,2,0.1,0.3,0.1,8.0,,99.27391603578802,99.63867859600826,11539.6,11582.0,59.84828872680664,0.9110920429229736
3,2,2,2,0.1,0.2,0.2,8.0,,99.27391603578802,99.49242945629732,11539.6,11565.0,72.09569854736328,1.028630018234253
3,2,1,1,0.1,0.3,0.2,8.0,,99.27391603578802,99.52684101858225,11539.6,11569.0,79.9313865661621,1.1290905475616455
3,2,2,4,0.2,0.2,0.3,4.0,,99.27391603578802,99.7849277357192,11539.6,11599.0,57.71015968322754,0.8650155067443848
3,2,1,2,0.1,0.2,0.1,8.0,,99.2730557467309,99.50103234686854,11539.5,11566.0,67.29610176086426,0.9693381786346436
4,2,1,2,0.3,0.2,0.2,,0.7,99.2730557467309,99.44941500344116,11539.5,11560.0,84.33848266601562,1.178009033203125
3,2,8,2,0.2,0.2,0.3,8.0,,99.2730557467309,99.42360633172746,11539.5,11557.0,60.795113754272464,0.9121229648590088
3,2,4,2,0.1,0.1,0.1,8.0,,99.27219545767376,99.37198898830007,11539.4,11551.0,70.17336311340333,1.009002923965454
3,2,4,1,0.3,0.1,0.1,8.0,,99.27219545767376,99.77632484514795,11539.4,11598.0,63.43519973754883,0.9393301010131836
4,2,1,4,0.1,0.3,0.1,,0.3,99.27219545767376,99.50103234686854,11539.4,11566.0,50.46934432983399,0.8138091564178467
3,2,1,2,0.3,0.3,0.3,8.0,,99.27133516861666,99.50963523743978,11539.3,11567.0,60.06514892578125,0.929234266281128
4,2,2,2,0.2,0.3,0.2,,0.7,99.27133516861666,99.56125258086718,11539.3,11573.0,59.6970874786377,0.9203431606292723
3,2,4,4,0.1,0.1,0.1,4.0,,99.27133516861666,99.63867859600826,11539.3,11582.0,57.85978889465332,0.8724262714385986
4,2,4,2,0.2,0.2,0.1,,0.7,99.27047487955952,99.3805918788713,11539.2,11552.0,66.99312744140624,1.031222581863403
3,2,2,1,0.1,0.2,0.2,16.0,,99.27047487955952,99.85375086028904,11539.2,11607.0,65.25835266113282,0.9449503421783448
3,2,1,4,0.2,0.1,0.1,4.0,,99.27047487955952,99.55264969029594,11539.2,11572.0,58.0884349822998,0.8791654109954834
3,2,2,4,0.2,0.1,0.2,4.0,,99.27047487955952,99.518238128011,11539.2,11568.0,53.00142059326172,0.8193478584289551
3,2,4,4,0.1,0.1,0.2,4.0,,99.2696145905024,99.61286992429456,11539.1,11579.0,48.55142402648926,0.7854390144348145
4,2,4,2,0.2,0.1,0.2,,0.7,99.26875430144528,99.6214728148658,11539.0,11580.0,69.33714370727539,1.0180211067199707
3,2,4,2,0.3,0.1,0.2,8.0,,99.26789401238815,99.44081211286992,11538.9,11559.0,65.16977195739746,0.9518516063690186
3,2,4,2,0.1,0.2,0.3,8.0,,99.26703372333104,99.50103234686854,11538.8,11566.0,60.65043182373047,0.9120190143585204
4,2,1,2,0.3,0.1,0.2,,0.7,99.26617343427392,99.44081211286992,11538.7,11559.0,62.91343040466309,0.9569051265716552
4,2,4,2,0.2,0.3,0.2,,0.7,99.26617343427392,99.44081211286992,11538.7,11559.0,70.57868537902831,1.0393178462982178
3,2,8,2,0.1,0.1,0.3,8.0,,99.26617343427392,99.4322092222987,11538.7,11558.0,67.23049659729004,0.9760630130767822
3,2,4,2,0.2,0.3,0.1,8.0,,99.26617343427392,99.53544390915349,11538.7,11570.0,61.23786277770997,0.9161086082458496
4,2,1,2,0.1,0.3,0.3,,0.7,99.2653131452168,99.59566414315208,11538.6,11577.0,62.420341873168944,0.944711685180664
4,2,4,2,0.2,0.1,0.1,,0.7,99.2653131452168,99.5698554714384,11538.6,11574.0,67.48281936645508,0.9961094856262208
4,2,2,2,0.1,0.1,0.2,,0.7,99.2653131452168,99.53544390915349,11538.6,11570.0,59.86936645507812,0.9241859912872314
4,2,4,4,0.2,0.1,0.2,,0.5,99.26445285615966,99.56125258086718,11538.5,11573.0,52.80701446533203,0.8442461490631104
3,2,1,2,0.2,0.3,0.1,8.0,,99.26445285615966,99.46662078458364,11538.5,11562.0,68.76260452270508,0.987964391708374
4,2,4,4,0.3,0.2,0.3,,0.5,99.26359256710256,99.60426703372332,11538.4,11578.0,50.966687774658205,0.8225421905517578
3,2,8,1,0.3,0.3,0.2,8.0,,99.26359256710256,99.4322092222987,11538.4,11558.0,59.61130828857422,0.8979761600494385
4,2,4,4,0.1,0.3,0.1,,0.5,99.26359256710256,99.48382656572608,11538.4,11564.0,63.30744972229004,0.9667768478393556
3,2,4,2,0.2,0.2,0.2,8.0,,99.26359256710256,99.58706125258088,11538.4,11576.0,68.70640563964844,0.993887424468994
3,2,1,4,0.1,0.2,0.2,4.0,,99.26359256710256,99.71610461114936,11538.4,11591.0,52.24867172241211,0.8313612937927246
4,2,4,4,0.3,0.3,0.3,,0.3,99.26359256710256,99.6730901582932,11538.4,11586.0,58.02697601318359,0.9425830841064452
4,2,4,4,0.2,0.3,0.1,,0.3,99.26359256710256,99.3805918788713,11538.4,11552.0,55.14014701843261,0.8766982555389404
3,2,8,1,0.3,0.1,0.2,8.0,,99.2618719889883,99.58706125258088,11538.2,11576.0,62.15938262939453,0.9223833084106444
3,2,4,2,0.2,0.3,0.2,8.0,,99.2618719889883,99.44081211286992,11538.2,11559.0,58.655418395996094,0.8820493221282959
4,2,2,4,0.1,0.2,0.3,,0.3,99.2618719889883,99.49242945629732,11538.2,11565.0,56.9689754486084,0.886754035949707
2,2,10,10,0.0,0.2,1.5,,,99.26101169993116,99.47522367515484,11538.1,11563.0,55.52092170715332,0.8461017608642578
4,2,8,4,0.3,0.2,0.1,,0.5,99.26101169993116,99.49242945629732,11538.1,11565.0,53.51868171691895,0.848790168762207
3,2,8,1,0.1,0.2,0.3,16.0,,99.26015141087406,99.87095664143152,11538.0,11609.0,71.63320846557617,1.0171935558319092
4,2,2,2,0.2,0.2,0.2,,0.7,99.26015141087406,99.7591190640055,11538.0,11596.0,58.47399368286133,0.9016306400299072
3,2,2,1,0.3,0.3,0.2,8.0,,99.26015141087406,99.46662078458364,11538.0,11562.0,59.98282928466797,0.8912625312805176
4,2,1,4,0.3,0.3,0.2,,0.3,99.25929112181691,99.44941500344116,11537.9,11560.0,52.714121627807614,0.8422131538391113
3,2,1,2,0.2,0.3,0.2,8.0,,99.25929112181691,99.85375086028904,11537.9,11607.0,67.42004165649413,0.9689133167266846
3,2,2,1,0.1,0.3,0.1,16.0,,99.2584308327598,99.48382656572608,11537.8,11564.0,60.6055103302002,0.910322904586792
4,2,8,1,0.3,0.1,0.3,,0.7,99.2584308327598,99.4322092222987,11537.8,11558.0,57.88770179748535,0.9077255725860596
3,2,8,1,0.1,0.2,0.1,16.0,,99.25757054370268,99.74191328286304,11537.7,11594.0,63.65746269226074,0.9726974964141846
2,2,10,10,0.0,0.1,1.0,,,99.25757054370268,99.52684101858225,11537.7,11569.0,46.81284866333008,0.74839186668396
3,2,1,1,0.2,0.3,0.3,16.0,,99.25757054370268,99.48382656572608,11537.7,11564.0,63.53814353942871,0.933079481124878
3,2,8,2,0.2,0.3,0.3,8.0,,99.25671025464555,99.69889883000688,11537.6,11589.0,59.91707496643066,0.9406139850616456
4,2,8,4,0.2,0.1,0.2,,0.3,99.25671025464555,99.44941500344116,11537.6,11560.0,69.2035400390625,1.04900860786438
3,2,2,1,0.3,0.2,0.1,8.0,,99.25671025464555,99.56125258086718,11537.6,11573.0,63.93287391662598,0.9923491477966307
3,2,2,4,0.2,0.3,0.3,4.0,,99.25671025464555,99.46662078458364,11537.6,11562.0,54.02149772644043,0.8239238262176514
4,2,8,4,0.2,0.2,0.2,,0.3,99.25671025464555,99.65588437715073,11537.6,11584.0,52.54569931030274,0.840991735458374
4,2,8,2,0.3,0.1,0.3,,0.7,99.25671025464555,99.53544390915349,11537.6,11570.0,57.45008964538575,0.9403071403503418
3,2,4,4,0.1,0.3,0.2,4.0,,99.25584996558844,99.52684101858225,11537.5,11569.0,53.328688049316405,0.8346452713012695
4,2,2,4,0.1,0.1,0.1,,0.5,99.25498967653132,99.55264969029594,11537.4,11572.0,52.62919387817383,0.8547611236572266
2,2,10,10,0.0,0.1,1.5,,,99.25498967653132,99.41500344115624,11537.4,11556.0,47.847708511352536,0.7584714889526367
3,2,8,1,0.1,0.2,0.2,16.0,,99.2541293874742,99.55264969029594,11537.3,11572.0,66.48190765380859,0.9709455966949464
3,2,1,4,0.2,0.3,0.3,4.0,,99.2541293874742,99.54404679972473,11537.3,11571.0,56.902950286865234,0.8587169647216797
3,2,2,1,0.2,0.1,0.1,16.0,,99.2541293874742,99.38919476944254,11537.3,11553.0,63.38557395935059,0.9360795021057128
3,2,1,1,0.3,0.1,0.2,8.0,,99.25326909841706,99.56125258086718,11537.2,11573.0,63.58720664978027,0.9378328323364258
3,2,1,4,0.2,0.2,0.1,4.0,,99.25326909841706,99.56125258086718,11537.2,11573.0,50.464912796020506,0.8130812644958496
4,2,4,4,0.3,0.1,0.3,,0.3,99.25240880935996,99.406400550585,11537.1,11555.0,51.29652786254883,0.8302912712097168
4,2,8,4,0.2,0.1,0.1,,0.3,99.25240880935996,99.65588437715073,11537.1,11584.0,51.64827537536621,0.8711676597595215
3,2,8,2,0.3,0.1,0.3,4.0,,99.25154852030282,99.66448726772197,11537.0,11585.0,63.17004928588867,0.942295789718628
2,2,10,10,0.25,0.0,1.5,,,99.25154852030282,99.70750172057812,11537.0,11590.0,59.22097892761231,0.892108678817749
4,2,1,4,0.3,0.3,0.1,,0.3,99.25154852030282,99.81933929800412,11537.0,11603.0,50.159999465942384,0.834308385848999
4,2,1,2,0.1,0.1,0.1,,0.7,99.25154852030282,99.50963523743978,11537.0,11567.0,59.47090225219726,0.9156851768493652
3,2,4,4,0.2,0.1,0.3,4.0,,99.25154852030282,99.52684101858225,11537.0,11569.0,58.81117820739746,0.8787891864776611
2,2,100,10,0.0,0.0,2.0,,,99.2506882312457,99.42360633172746,11536.9,11557.0,54.83527641296386,0.8439300060272217
3,2,8,4,0.1,0.3,0.3,4.0,,99.24982794218856,99.60426703372332,11536.8,11578.0,53.07012481689453,0.8248112201690674
4,2,2,4,0.3,0.3,0.2,,0.3,99.24982794218856,99.50103234686854,11536.8,11566.0,47.844319915771486,0.787696361541748
4,2,8,4,0.3,0.2,0.3,,0.3,99.24982794218856,99.60426703372332,11536.8,11578.0,60.08663749694824,0.9373295307159424
4,2,8,4,0.3,0.1,0.1,,0.3,99.24982794218856,99.6730901582932,11536.8,11586.0,53.9602554321289,0.8429059982299805
3,2,8,1,0.2,0.3,0.1,16.0,,99.24982794218856,99.61286992429456,11536.8,11579.0,65.17215385437012,0.958376169204712
3,2,2,2,0.2,0.1,0.1,8.0,,99.24982794218856,99.47522367515484,11536.8,11563.0,69.1321834564209,0.991873025894165
3,2,8,1,0.2,0.2,0.1,16.0,,99.24896765313146,99.57845836200964,11536.7,11575.0,61.05030364990235,0.9186866283416748
4,2,8,2,0.3,0.1,0.1,,0.7,99.24896765313146,99.39779766001377,11536.7,11554.0,59.09430694580078,0.9071741104125975
4,2,4,4,0.2,0.2,0.3,,0.5,99.24896765313146,99.75051617343428,11536.7,11595.0,58.70383720397949,0.9006755352020264
3,2,4,4,0.1,0.1,0.3,4.0,,99.24810736407431,99.518238128011,11536.6,11568.0,54.19313316345215,0.8289451599121094
3,2,8,2,0.1,0.1,0.1,8.0,,99.24810736407431,99.49242945629732,11536.6,11565.0,60.90902442932129,0.9131906032562256
4,2,8,2,0.3,0.3,0.3,,0.7,99.2472470750172,99.47522367515484,11536.5,11563.0,59.51016616821289,0.9254491329193116
3,2,2,1,0.3,0.3,0.1,8.0,,99.2472470750172,99.57845836200964,11536.5,11575.0,68.9730396270752,0.9979202747344972
3,2,1,1,0.3,0.1,0.1,8.0,,99.2472470750172,99.53544390915349,11536.5,11570.0,67.70655632019043,0.9818544387817384
3,2,1,1,0.2,0.2,0.2,16.0,,99.24638678596008,99.64728148657947,11536.4,11583.0,66.87505569458008,0.9731416702270508
4,2,4,4,0.3,0.1,0.1,,0.3,99.24638678596008,99.63007570543702,11536.4,11581.0,57.694166564941405,0.8882174491882324
4,2,1,2,0.1,0.3,0.1,,0.7,99.24552649690295,99.4580178940124,11536.3,11561.0,59.98415985107422,0.917119026184082
4,2,8,4,0.1,0.2,0.1,,0.5,99.24552649690295,99.84514796971784,11536.3,11606.0,49.37141151428223,0.8021950721740723
3,2,4,4,0.1,0.2,0.2,4.0,,99.24466620784584,99.44941500344116,11536.2,11560.0,49.20944328308106,0.7856855392456055
3,2,4,1,0.3,0.2,0.3,16.0,,99.24466620784584,99.41500344115624,11536.2,11556.0,59.76767349243164,0.8937749862670898
4,2,2,4,0.2,0.2,0.3,,0.3,99.24466620784584,99.53544390915349,11536.2,11570.0,50.061910247802736,0.8223206996917725
3,2,8,4,0.2,0.2,0.3,4.0,,99.24466620784584,99.66448726772197,11536.2,11585.0,51.84491157531738,0.8084602355957031
4,2,2,4,0.3,0.1,0.1,,0.3,99.24466620784584,99.518238128011,11536.2,11568.0,52.064009475708005,0.8344540596008301
3,2,4,4,0.2,0.2,0.2,4.0,,99.24380591878872,99.52684101858225,11536.1,11569.0,49.21537284851074,0.7790119647979736
4,2,1,2,0.2,0.3,0.1,,0.7,99.24380591878872,99.55264969029594,11536.1,11572.0,64.054541015625,0.9642786979675292
4,2,1,2,0.2,0.1,0.3,,0.7,99.24380591878872,99.4580178940124,11536.1,11561.0,74.75270462036133,1.0813086032867432
4,2,8,2,0.1,0.3,0.3,,0.7,99.24380591878872,99.54404679972473,11536.1,11571.0,61.17118759155274,0.9302339553833008
4,2,8,2,0.2,0.3,0.3,,0.7,99.24380591878872,99.55264969029594,11536.1,11572.0,62.6432991027832,0.9714667797088624
3,2,2,1,0.3,0.3,0.3,16.0,,99.2429456297316,99.44941500344116,11536.0,11560.0,65.02430458068848,0.9686906337738036
3,2,8,1,0.2,0.1,0.3,16.0,,99.2429456297316,99.66448726772197,11536.0,11585.0,68.00903434753418,0.9831099510192872
4,2,4,2,0.3,0.3,0.2,,0.7,99.2429456297316,99.54404679972473,11536.0,11571.0,65.3408130645752,0.9852027893066406
4,2,2,4,0.2,0.1,0.2,,0.5,99.2429456297316,99.38919476944254,11536.0,11553.0,63.718970108032224,1.0163416862487793
2,2,10,10,0.25,0.1,1.0,,,99.24208534067446,99.50963523743978,11535.9,11567.0,52.53371810913086,0.8181149959564209
2,2,10,10,0.0,0.0,1.5,,,99.24208534067446,99.7333103922918,11535.9,11593.0,47.63428153991699,0.7749097347259521
3,2,4,1,0.2,0.3,0.3,16.0,,99.24208534067446,99.44941500344116,11535.9,11560.0,66.11300239562988,1.0126657485961914
4,2,1,2,0.2,0.1,0.2,,0.7,99.24122505161736,99.4580178940124,11535.8,11561.0,67.13717994689941,0.9885218143463136
3,2,2,1,0.2,0.2,0.3,16.0,,99.24122505161736,99.3805918788713,11535.8,11552.0,62.76369514465332,0.9494118690490724
4,2,2,4,0.2,0.3,0.2,,0.5,99.24122505161736,99.50963523743978,11535.8,11567.0,49.05404167175293,0.8039646148681641
2,2,10,10,0.25,0.2,2.0,,,99.24036476256022,99.50963523743978,11535.7,11567.0,56.79700469970703,0.8486449718475342
3,2,2,2,0.2,0.2,0.3,8.0,,99.24036476256022,99.60426703372332,11535.7,11578.0,63.06393585205078,0.9398689270019532
3,2,8,2,0.3,0.2,0.1,8.0,,99.2395044735031,99.42360633172746,11535.6,11557.0,57.82917137145997,0.8726835250854492
3,2,4,1,0.1,0.1,0.2,16.0,,99.2395044735031,99.41500344115624,11535.6,11556.0,63.33785591125488,0.9718136787414552
4,2,4,2,0.1,0.2,0.2,,0.7,99.2395044735031,99.42360633172746,11535.6,11557.0,72.58027801513671,1.0487523078918457
4,2,8,4,0.1,0.1,0.2,,0.3,99.23864418444596,99.63007570543702,11535.5,11581.0,53.9703010559082,0.8572230339050293
4,2,1,4,0.3,0.1,0.2,,0.5,99.23864418444596,99.68169304886442,11535.5,11587.0,52.41689605712891,0.8367609977722168
3,2,8,1,0.1,0.1,0.2,16.0,,99.23864418444596,99.58706125258088,11535.5,11576.0,70.56123390197754,1.0043575763702393
4,2,8,4,0.1,0.2,0.3,,0.5,99.23864418444596,99.52684101858225,11535.5,11569.0,60.65047645568848,0.9175856113433838
3,2,8,1,0.1,0.3,0.2,16.0,,99.23864418444596,99.52684101858225,11535.5,11569.0,63.67822723388672,0.9688518047332764
4,2,1,4,0.3,0.2,0.3,,0.3,99.23864418444596,99.61286992429456,11535.5,11579.0,50.99015693664551,0.8259148597717285
4,2,2,4,0.1,0.2,0.2,,0.5,99.23778389538884,99.52684101858225,11535.4,11569.0,56.35496597290039,0.8905773162841797
4,2,8,2,0.3,0.1,0.2,,0.7,99.23778389538884,99.42360633172746,11535.4,11557.0,69.07646675109864,1.0143425464630127
3,2,1,1,0.2,0.3,0.1,16.0,,99.23778389538884,99.49242945629732,11535.4,11565.0,62.05119094848633,0.9179353713989258
4,2,2,2,0.1,0.1,0.3,,0.7,99.23778389538884,99.48382656572608,11535.4,11564.0,75.53923568725585,1.0790326595306396
4,2,8,4,0.2,0.2,0.1,,0.5,99.23778389538884,99.7333103922918,11535.4,11593.0,58.58827247619629,0.9059302806854248
4,2,2,2,0.3,0.3,0.3,,0.7,99.23778389538884,99.49242945629732,11535.4,11565.0,61.17771911621094,0.9349198341369628
3,2,4,1,0.3,0.3,0.3,8.0,,99.23692360633171,99.53544390915349,11535.3,11570.0,64.45070114135743,0.9444985389709472
4,2,2,2,0.1,0.3,0.1,,0.7,99.23692360633171,99.58706125258088,11535.3,11576.0,58.3689884185791,0.903200387954712
3,2,1,4,0.1,0.2,0.1,4.0,,99.23692360633171,99.46662078458364,11535.3,11562.0,49.00167694091797,0.7761721611022949
4,2,4,2,0.3,0.1,0.1,,0.7,99.23692360633171,99.54404679972473,11535.3,11571.0,69.50353546142578,1.0526981353759766
3,2,8,2,0.3,0.1,0.1,8.0,,99.23692360633171,99.50103234686854,11535.3,11566.0,69.53963470458984,1.086782932281494
4,2,2,4,0.2,0.2,0.3,,0.5,99.2360633172746,99.6214728148658,11535.2,11580.0,49.84552268981933,0.8198246955871582
4,2,2,4,0.1,0.1,0.2,,0.5,99.2360633172746,99.63007570543702,11535.2,11581.0,61.5563102722168,0.931304693222046
3,2,2,1,0.3,0.1,0.1,16.0,,99.2360633172746,99.4580178940124,11535.2,11561.0,62.59997749328613,0.924048662185669
3,2,8,4,0.1,0.3,0.1,4.0,,99.23520302821748,99.47522367515484,11535.1,11563.0,68.31928939819336,0.9697206020355223
4,2,8,4,0.2,0.1,0.2,,0.5,99.23520302821748,99.4322092222987,11535.1,11558.0,58.83310127258301,0.900798797607422
3,2,2,4,0.1,0.1,0.2,4.0,,99.23520302821748,99.48382656572608,11535.1,11564.0,49.14900512695313,0.7772994041442871
4,2,2,2,0.3,0.2,0.1,,0.7,99.23520302821748,99.41500344115624,11535.1,11556.0,68.51865577697754,1.0085768699645996
4,2,8,2,0.1,0.2,0.2,,0.7,99.23520302821748,99.406400550585,11535.1,11555.0,57.023328399658205,0.8923852443695068
4,2,8,1,0.1,0.1,0.1,,0.7,99.23520302821748,99.50103234686854,11535.1,11566.0,59.54938926696777,0.9119083881378174
3,2,1,1,0.3,0.2,0.3,8.0,,99.23434273916035,99.60426703372332,11535.0,11578.0,58.94265556335449,0.8891305923461914
4,2,4,4,0.2,0.1,0.3,,0.5,99.23434273916035,99.8365450791466,11535.0,11605.0,52.96443824768066,0.8524267673492432
2,2,10,10,0.25,0.0,1.0,,,99.23434273916035,99.44081211286992,11535.0,11559.0,44.81112937927246,0.7391555309295654
4,2,1,4,0.3,0.1,0.2,,0.3,99.23348245010324,99.63867859600826,11534.9,11582.0,52.42592277526855,0.8323068618774414
4,2,8,2,0.2,0.3,0.1,,0.7,99.23348245010324,99.57845836200964,11534.9,11575.0,67.49456253051758,1.0138509273529053
4,2,8,4,0.1,0.3,0.1,,0.3,99.23348245010324,99.41500344115624,11534.9,11556.0,47.97289962768555,0.8341267108917236
4,2,4,4,0.2,0.3,0.3,,0.5,99.23348245010324,99.44081211286992,11534.9,11559.0,52.12784614562988,0.8354828357696533
3,2,8,2,0.1,0.2,0.3,8.0,,99.23348245010324,99.41500344115624,11534.9,11556.0,58.38107566833496,0.8865640163421631
3,2,4,4,0.1,0.2,0.3,4.0,,99.23348245010324,99.56125258086718,11534.9,11573.0,50.67783622741699,0.7949621677398682
3,2,2,4,0.1,0.3,0.3,4.0,,99.23262216104612,99.44081211286992,11534.8,11559.0,54.46970863342285,0.8399736881256104
4,2,2,4,0.2,0.3,0.3,,0.5,99.23262216104612,99.41500344115624,11534.8,11556.0,63.48195533752441,0.94940185546875
4,2,4,2,0.3,0.3,0.3,,0.7,99.231761871989,99.48382656572608,11534.7,11564.0,72.42487030029297,1.046987533569336
3,2,1,2,0.2,0.2,0.2,8.0,,99.231761871989,99.50963523743978,11534.7,11567.0,66.35519027709961,0.9683020114898682
4,2,1,4,0.3,0.2,0.2,,0.3,99.23090158293186,99.38919476944254,11534.6,11553.0,52.97510414123535,0.8560428619384766
4,2,1,4,0.3,0.2,0.2,,0.5,99.23004129387476,99.56125258086718,11534.5,11573.0,48.925590133666994,0.8022618293762207
3,2,4,1,0.2,0.1,0.2,16.0,,99.23004129387476,99.50103234686854,11534.5,11566.0,64.61503105163574,0.9476449489593506
3,2,2,4,0.2,0.3,0.2,4.0,,99.22918100481762,99.69889883000688,11534.4,11589.0,49.81205024719238,0.7908680438995361
3,2,8,1,0.2,0.2,0.2,16.0,,99.22918100481762,99.56125258086718,11534.4,11573.0,65.94723129272461,0.972714900970459
4,2,8,2,0.2,0.1,0.3,,0.7,99.22832071576047,99.39779766001377,11534.3,11554.0,59.588477325439456,0.9210050106048584
2,2,10,10,0.0,0.2,1.0,,,99.22832071576047,99.61286992429456,11534.3,11579.0,51.83253402709961,0.7997634410858154
3,2,1,2,0.3,0.2,0.1,8.0,,99.22832071576047,99.46662078458364,11534.3,11562.0,62.7484546661377,0.9486455917358398
4,2,8,4,0.2,0.1,0.3,,0.5,99.22746042670336,99.406400550585,11534.2,11555.0,54.320312881469725,0.8525636196136475
4,2,4,2,0.1,0.1,0.1,,0.7,99.22746042670336,99.56125258086718,11534.2,11573.0,58.44632682800293,0.9708907604217528
3,2,4,1,0.3,0.2,0.1,8.0,,99.22746042670336,99.69889883000688,11534.2,11589.0,59.53960647583008,0.8951842784881592
3,2,8,1,0.2,0.1,0.2,16.0,,99.22660013764624,99.39779766001377,11534.1,11554.0,67.50175399780274,0.9885106086730956
4,2,2,1,0.3,0.1,0.3,,0.7,99.22573984858911,99.54404679972473,11534.0,11571.0,59.24510383605957,0.9143078327178956
4,2,4,2,0.3,0.1,0.2,,0.7,99.224879559532,99.6730901582932,11533.9,11586.0,63.24168701171875,0.96130108833313
4,2,1,2,0.2,0.3,0.2,,0.7,99.22401927047488,99.44941500344116,11533.8,11560.0,61.27048721313477,0.9363229274749756
4,2,2,4,0.1,0.3,0.1,,0.5,99.22401927047488,99.58706125258088,11533.8,11576.0,51.22779197692872,0.8330652713775635
4,2,8,2,0.3,0.3,0.1,,0.7,99.22315898141775,99.4322092222987,11533.7,11558.0,59.45790138244629,0.9213190078735352
4,2,4,2,0.2,0.2,0.3,,0.7,99.22315898141775,99.70750172057812,11533.7,11590.0,59.77053680419922,0.9139912128448486
3,2,8,4,0.2,0.2,0.2,4.0,,99.22143840330352,99.518238128011,11533.5,11568.0,63.9496883392334,0.9313995838165284
3,2,1,2,0.3,0.1,0.3,8.0,,99.2205781142464,99.59566414315208,11533.4,11577.0,65.91679954528809,0.9623644351959229
4,2,2,2,0.1,0.3,0.3,,0.7,99.2205781142464,99.53544390915349,11533.4,11570.0,71.80336685180664,1.047654151916504
3,2,1,4,0.1,0.3,0.2,4.0,,99.2205781142464,99.63007570543702,11533.4,11581.0,50.37093772888184,0.7883694171905518
4,2,8,4,0.2,0.3,0.3,,0.3,99.21971782518926,99.4322092222987,11533.3,11558.0,50.65531196594238,0.816011905670166
4,2,2,4,0.3,0.2,0.1,,0.3,99.21971782518926,99.63007570543702,11533.3,11581.0,55.33950347900391,0.9161067008972168
4,2,2,4,0.2,0.3,0.1,,0.5,99.21971782518926,99.406400550585,11533.3,11555.0,49.79301109313965,0.8142626285552979
4,2,4,4,0.1,0.2,0.1,,0.5,99.21885753613212,99.5698554714384,11533.2,11574.0,54.71701774597168,0.8568630218505859
3,2,2,2,0.3,0.2,0.2,8.0,,99.21885753613212,99.46662078458364,11533.2,11562.0,69.82458152770997,1.0065436363220217
4,2,1,4,0.3,0.2,0.1,,0.3,99.21885753613212,99.66448726772197,11533.2,11585.0,61.73549499511719,0.9401326179504396
4,2,2,2,0.3,0.2,0.2,,0.7,99.21885753613212,99.44081211286992,11533.2,11559.0,67.01076469421386,0.9940433502197266
3,2,1,4,0.1,0.2,0.3,4.0,,99.21885753613212,99.64728148657947,11533.2,11583.0,52.50138931274414,0.828934907913208
3,2,4,4,0.3,0.3,0.2,4.0,,99.21885753613212,99.56125258086718,11533.2,11573.0,49.01444778442383,0.7768025398254395
3,2,2,2,0.2,0.3,0.3,16.0,,99.21799724707502,99.518238128011,11533.1,11568.0,61.05231399536133,0.9087791442871094
4,2,2,4,0.2,0.2,0.1,,0.5,99.21799724707502,99.518238128011,11533.1,11568.0,61.49147300720215,0.9306774139404296
3,2,4,2,0.3,0.2,0.1,8.0,,99.21799724707502,99.4580178940124,11533.1,11561.0,60.59717750549317,0.910268783569336
4,2,1,2,0.3,0.2,0.1,,0.7,99.21713695801787,99.57845836200964,11533.0,11575.0,63.08284759521485,0.9469201564788818
3,2,2,4,0.2,0.2,0.2,4.0,,99.21713695801787,99.54404679972473,11533.0,11571.0,50.56222724914551,0.7961723804473877
3,2,2,2,0.1,0.3,0.3,8.0,,99.21713695801787,99.3805918788713,11533.0,11552.0,60.613417053222655,0.8998239040374756
4,2,1,4,0.1,0.2,0.1,,0.5,99.21713695801787,99.37198898830007,11533.0,11551.0,63.76212425231934,0.9636735916137696
3,2,4,1,0.1,0.2,0.3,16.0,,99.21713695801787,99.42360633172746,11533.0,11557.0,64.6505084991455,0.9546904563903807
3,2,2,2,0.3,0.1,0.2,8.0,,99.21627666896076,99.65588437715073,11532.9,11584.0,60.6850944519043,0.9000658988952637
3,2,1,2,0.2,0.2,0.3,8.0,,99.21627666896076,99.44081211286992,11532.9,11559.0,61.69423332214355,0.9213917255401612
