Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-2209.0,272.60557587841083,-2604.0,-1792.0,10692.5,136.30278793920542,10484.0,10890.0,137.80198999447748,91.98640743289745,93.68547832071576
Traditional SA,-504.2,68.94316499842462,-624.0,-394.0,9840.1,34.47158249921231,9785.0,9900.0,8.487449993845075,84.65330350997935,85.16861665519615
