Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-2250.76,218.19473504188866,-2778.0,-1804.0,10713.38,109.09736752094433,10490.0,10977.0,29.480490999412723,92.16603578802477,94.43392980041294
Traditional SA,-448.08,132.99651724763322,-730.0,-46.0,9812.04,66.49825862381661,9611.0,9953.0,3.436845001997426,84.41190640055059,85.62456985547144
