Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-2308.12,199.62220718146565,-2824.0,-1612.0,10742.06,99.81110359073283,10394.0,11000.0,28.491524001583457,92.41276668960771,94.63179628355127
Traditional SA,-453.7,135.8800574035793,-802.0,-144.0,9814.85,67.94002870178964,9660.0,9989.0,2.9971460020169616,84.43608052305575,85.93427391603579
