Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-5282.2,87.37299353919379,-5456.0,-5024.0,5641.1,43.68649676959689,5512.0,5728.0,8516.066623998922,94.01833333333333,95.46666666666667
Traditional SA,-954.8,77.00701266767851,-1136.0,-760.0,3477.4,38.50350633383926,3380.0,3568.0,55.63184700033162,57.95666666666666,59.46666666666667
