Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-25582.24,164.6560730735432,-26042.0,-25166.0,12808.12,82.3280365367716,12600.0,13038.0,110296.49993899975,91.17397494305239,92.81036446469248
Traditional SA,-1191.16,191.91522711864215,-1730.0,-842.0,612.58,95.95761355932108,438.0,882.0,2567.453397004865,4.360620728929385,6.278473804100228
