Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-26269.32,72.55354987869305,-26442.0,-26090.0,13151.66,36.276774939346524,13062.0,13238.0,66293.59061702155,93.61944760820046,94.23405466970387
Traditional SA,-1203.84,188.06502705181526,-1742.0,-678.0,618.92,94.03251352590763,356.0,888.0,588.1799790123478,4.405751708428245,6.3211845102505695
