Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-13151.36,51.22255753083792,-13266.0,-13030.0,6504.68,25.61127876541896,6444.0,6562.0,16581.128226029687,93.59251798561151,94.41726618705036
Traditional SA,-1151.44,143.60782151401088,-1466.0,-862.0,504.72,71.80391075700544,360.0,662.0,156.76791004370898,7.262158273381295,9.525179856115107
