Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-24394.88,342.4941833082717,-25150.0,-23622.0,12214.44,171.24709165413586,11828.0,12592.0,76548.53041799972,86.94789293849658,89.63553530751709
Traditional SA,-1198.64,196.8485468577302,-1594.0,-710.0,616.32,98.4242734288651,372.0,814.0,785.1640309975483,4.387243735763098,5.794419134396355
