Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-9877.54,83.31283454546484,-10086.0,-9612.0,13512.77,41.65641727273242,13380.0,13617.0,8787.93513498269,95.24083732731886,95.97547223005357
Traditional SA,-1251.86,129.51424786485848,-1554.0,-914.0,9199.93,64.75712393242924,9031.0,9351.0,91.3462369912304,64.84303636876234,65.90780941640823
