Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-3913.4,42.77896679444234,-4028.0,-3796.0,11544.7,21.389483397221166,11486.0,11602.0,116.27661999315023,99.3177907777013,99.8107364074329
Traditional SA,-2256.98,98.80870204592307,-2516.0,-2028.0,10716.49,49.40435102296153,10602.0,10846.0,4.366175988689065,92.1927907777013,93.30695113558156
