Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-12167.0,165.0506588899299,-12546.0,-11798.0,6012.5,82.52532944496495,5828.0,6202.0,17389.403986008838,86.51079136690647,89.23741007194245
Traditional SA,-1169.44,143.40657725501993,-1558.0,-662.0,513.72,71.70328862750996,260.0,708.0,174.95409200899303,7.391654676258993,10.18705035971223
