Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-3597.22,57.75873613575699,-3732.0,-3444.0,11386.61,28.879368067878495,11310,11454,45.48397102160379,97.95775980729525,98.53750860289057
Traditional SA,-3660.52,58.02111339848625,-3816.0,-3520.0,11418.26,29.01055669924312,11348,11496,34.706720993854105,98.23004129387475,98.8988300068823
