Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-3566.28,73.1633897519791,-3716.0,-3390.0,11371.14,36.58169487598954,11283,11446,45.9928860119544,97.8246730901583,98.46868547832072
Traditional SA,-3608.0,71.71276037080152,-3804.0,-3446.0,11392.0,35.85638018540076,11311,11490,35.06999899633229,98.0041293874742,98.84721266345493
