Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-3601.92,63.14549548463454,-3766.0,-3468.0,11388.96,31.57274774231727,11322,11471,44.921987999696285,97.97797660013765,98.68375774260151
Traditional SA,-3656.64,56.37650574485794,-3804.0,-3510.0,11416.32,28.18825287242897,11343,11490,34.41660600947216,98.21335168616655,98.84721266345493
