Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-7402.16,183.10820407616913,-7862.0,-6986.0,3718.08,91.55410203808457,3510,3948,753.6703100055456,26.466970387243737,28.103644646924828
Traditional SA,-8394.0,183.54291051413563,-8834.0,-7978.0,4214.0,91.77145525706781,4006,4434,738.3392429724336,29.997152619589976,31.563211845102504
