Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-7569.2,30.24169307429728,-7606.0,-7524.0,10033.6,15.12084653714864,10011,10052,3569.5945199579,97.42305078162929,97.60170890377707
Traditional SA,-191.6,101.92860246270426,-314.0,-52.0,6344.8,50.964301231352124,6275,6406,36.74487993121147,61.60598116321973,62.200213612972135
