timestep,masked_mean_energy,masked_ci95,nomask_mean_energy,nomask_ci95
39,-2366.5333333333333,77.6209000349619,19176.0,0.0
40,-2384.866666666667,68.2196733746285,19176.0,0.0
41,-2394.2,71.92587646584023,19176.0,0.0
42,-2370.3333333333335,77.51208966041946,19176.0,0.0
43,-2400.866666666667,81.02648977338318,19176.0,0.0
44,-2393.4666666666667,81.53329939529937,19176.0,0.0
45,-2404.133333333333,80.89783119684043,19176.0,0.0
46,-2387.266666666667,89.79163402513741,19176.0,0.0
47,-2355.0666666666666,93.88186390038258,19176.0,0.0
48,-2390.6666666666665,100.16274443255107,19176.0,0.0
49,-2399.2,95.38338296977425,19176.0,0.0
50,-2437.3333333333335,87.26639095168197,19176.0,0.0
51,-2463.8,80.85839459032154,19176.0,0.0
52,-2438.866666666667,108.85149948727555,19176.0,0.0
53,-2407.2,106.58874332578519,19176.0,0.0
54,-2389.0,104.09740858236202,19176.0,0.0
55,-2385.733333333333,95.97579156324562,19176.0,0.0
56,-2427.0,79.65910206956099,19176.0,0.0
57,-2445.266666666667,72.50507672900517,19176.0,0.0
58,-2470.9333333333334,81.46325461033835,19176.0,0.0
59,-2481.0666666666666,83.98587622768368,19176.0,0.0
60,-2475.5333333333333,88.71016383050619,19176.0,0.0
61,-2508.3333333333335,87.22767377667722,19176.0,0.0
62,-2490.2,81.98144789068361,19176.0,0.0
63,-2495.3333333333335,94.36536924365008,19176.0,0.0
64,-2439.133333333333,98.22299404894304,19176.0,0.0
65,-2426.6666666666665,101.35388072381727,19176.0,0.0
66,-2452.4,106.48459514252127,19176.0,0.0
67,-2481.8,88.50578064684842,19176.0,0.0
68,-2518.0,89.02405640528055,19176.0,0.0
69,-2544.6,92.61419156116808,19176.0,0.0
70,-2520.3333333333335,93.53681923686625,19176.0,0.0
71,-2524.733333333333,95.06265618598138,19176.0,0.0
72,-2541.733333333333,111.38084008547247,19176.0,0.0
73,-2505.9333333333334,111.26577209642936,19176.0,0.0
74,-2480.6,100.72909662115977,19176.0,0.0
75,-2499.733333333333,105.68848732410845,19176.0,0.0
76,-2476.866666666667,123.53590628828297,19176.0,0.0
77,-2517.133333333333,115.7456357050506,19176.0,0.0
