Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-7890.572,28.76262880892496,-7978.0,-7784.0,10194.286,14.38131440446248,10141.0,10238.0,35729.934722200494,98.9832605107292,99.4077094863579
Traditional SA,-4713.404,78.51469151693841,-4958.0,-4464.0,8605.702,39.2573457584692,8481.0,8728.0,95.53147349506617,83.55861734148947,84.74609185357802
