Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-7534.8,42.20142177699704,-7606.0,-7460.0,10016.4,21.10071088849852,9979,10052,3704.8419300001115,97.25604427614331,97.60170890377707
Traditional SA,-153.0,65.6795249678315,-262.0,-20.0,6325.5,32.83976248391575,6259,6380,36.23943997081369,61.41858432857559,61.94776191863288
