Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,19176.0,0.0,19176.0,19176.0,0.0,0.0,0,0,6570.399384989869,0.0,0.0
Traditional SA,-3651.78,40.49779747097366,-3738.0,-3562.0,11413.89,20.248898735486826,11369,11457,37.393812010996044,98.19244666207845,98.56331727460427
