Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-3795.18,54.71679449675391,-3918.0,-3660.0,11485.59,27.358397248376956,11418,11547,801.9252940127626,98.80927391603579,99.33757742601514
Traditional SA,-2307.7,90.81249913971094,-2534.0,-2122.0,10741.85,45.40624956985546,10649,10855,4.930081982165575,92.41096008258775,93.38437715072264
