Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-4067.78,13.21785156521286,-4072.0,-4012.0,11621.89,6.608925782606429,11594,11624,42377.525720004924,99.9818479008947,100.0
Traditional SA,-3648.26,60.14625840399384,-3800.0,-3538.0,11412.13,30.073129201996924,11357,11488,41.33604299975559,98.17730557467308,98.83000688231246
