Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-3804.04,50.69909663889486,-3916.0,-3690.0,11490.02,25.34954831944743,11433,11546,805.2002330170944,98.84738472126635,99.3289745354439
Traditional SA,-2323.32,101.64574560698544,-2560.0,-2058.0,10749.66,50.82287280349272,10617,10868,4.68000300694257,92.47814865794908,93.49621472814866
