Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-3971.52,39.40164463572555,-4072.0,-3872.0,11573.76,19.700822317862773,11524,11624,5641.6549160005525,99.5677907777013,100.0
Traditional SA,-2331.78,89.65573935895013,-2510.0,-2042.0,10753.89,44.827869679475064,10609,10843,6.327192992903292,92.51453888506538,93.28114246386787
