Algorithm,Mean Energy,Std Energy,Min Energy,Max Energy,Mean Cut,Std Cut,Min Cut,Max Cut,Mean Time (ms),Mean Accuracy (%),Max Accuracy (%)
Probit,-7372.38,108.818268686834,-7574.0,-7128.0,9935.19,54.40913434341701,9813,10036,31593.697473001666,96.4675211185552,97.4463540149529
Traditional SA,-1397.02,95.01304963003767,-1624.0,-1186.0,6947.51,47.50652481501883,6842,7061,47.94477598974481,67.45810272842023,68.56005437421109
